alert_id,transaction_id,account_id,alert_type,alert_severity,alert_reason,predicted_typology,typology_confidence,nlp_triage_score,nlp_triage_band,nlp_triage_reasons,suggested_review_queue
ALERT000676,TXN0003624,ACCT000137,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000677,TXN0003646,ACCT000539,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000678,TXN0003647,ACCT000230,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000679,TXN0003653,ACCT000317,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000680,TXN0003662,ACCT000235,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000681,TXN0003683,ACCT000403,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,100,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000682,TXN0003695,ACCT000468,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000683,TXN0003708,ACCT000466,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000684,TXN0003710,ACCT000188,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000685,TXN0003723,ACCT000413,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000686,TXN0003724,ACCT000228,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000687,TXN0003733,ACCT000156,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000688,TXN0003738,ACCT000292,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000689,TXN0003740,ACCT000625,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000690,TXN0003745,ACCT000243,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000691,TXN0003750,ACCT000216,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000692,TXN0003755,ACCT000025,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000693,TXN0003757,ACCT000578,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000694,TXN0003767,ACCT000674,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000695,TXN0003768,ACCT000100,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000696,TXN0003777,ACCT000093,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000697,TXN0003779,ACCT000523,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000698,TXN0003783,ACCT000648,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000699,TXN0003792,ACCT000565,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000700,TXN0003793,ACCT000160,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000701,TXN0003798,ACCT000541,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000702,TXN0003799,ACCT000645,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000703,TXN0003801,ACCT000046,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000704,TXN0003803,ACCT000323,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000705,TXN0003818,ACCT000242,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000706,TXN0003819,ACCT000170,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000707,TXN0003822,ACCT000465,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000708,TXN0003823,ACCT000337,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000709,TXN0003831,ACCT000566,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000710,TXN0003837,ACCT000216,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000711,TXN0003842,ACCT000207,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000712,TXN0003843,ACCT000152,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000713,TXN0003845,ACCT000486,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000714,TXN0003851,ACCT000655,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000715,TXN0003852,ACCT000088,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,93,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000716,TXN0003854,ACCT000610,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,93,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; AML_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000717,TXN0003868,ACCT000603,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000718,TXN0003869,ACCT000028,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000719,TXN0003871,ACCT000642,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000720,TXN0003873,ACCT000463,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000721,TXN0003881,ACCT000567,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000722,TXN0003885,ACCT000119,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000723,TXN0003896,ACCT000241,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000724,TXN0003902,ACCT000639,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000725,TXN0003912,ACCT000559,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000726,TXN0003930,ACCT000321,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000727,TXN0003933,ACCT000078,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000728,TXN0003949,ACCT000187,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000729,TXN0003952,ACCT000037,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000730,TXN0003956,ACCT000011,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000731,TXN0003962,ACCT000071,mule_activity,high,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000732,TXN0003966,ACCT000409,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000733,TXN0003976,ACCT000546,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000734,TXN0003978,ACCT000545,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000735,TXN0003980,ACCT000189,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000736,TXN0003982,ACCT000458,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000737,TXN0003990,ACCT000136,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000738,TXN0003997,ACCT000335,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000739,TXN0003998,ACCT000391,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000740,TXN0004001,ACCT000186,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000741,TXN0004008,ACCT000103,mule_activity,high,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000742,TXN0004009,ACCT000378,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000743,TXN0004012,ACCT000151,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000744,TXN0004017,ACCT000374,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000745,TXN0004026,ACCT000025,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000746,TXN0004027,ACCT000607,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000747,TXN0004028,ACCT000186,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000748,TXN0004042,ACCT000135,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000749,TXN0004044,ACCT000195,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000750,TXN0004046,ACCT000046,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000751,TXN0004048,ACCT000450,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000752,TXN0004049,ACCT000368,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000753,TXN0004054,ACCT000611,new_beneficiary,high,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,76,High,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000754,TXN0004055,ACCT000669,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000755,TXN0004062,ACCT000262,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000756,TXN0004070,ACCT000190,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000757,TXN0004078,ACCT000351,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000758,TXN0004085,ACCT000360,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000759,TXN0004090,ACCT000126,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000760,TXN0004092,ACCT000375,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000761,TXN0004114,ACCT000027,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000762,TXN0004117,ACCT000594,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000763,TXN0004126,ACCT000169,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000764,TXN0004128,ACCT000113,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000765,TXN0004130,ACCT000430,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000766,TXN0004132,ACCT000618,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000767,TXN0004133,ACCT000064,new_beneficiary,high,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,76,High,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000768,TXN0004142,ACCT000632,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000769,TXN0004144,ACCT000083,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,100,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000770,TXN0004148,ACCT000543,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
